conv_id,utterance_idx,context,prompt,speaker_idx,utterance,ut_len,Empathy,Talker,Sentiment,Emotion,Taxonomy,Intent
hit:11159_conv:22319,3,ashamed,I was walking on the road and I fell,653,"Yes! My knee hurt like crazy, someone had to help me up and offered to call an ambulance.",95,4,1,"{'sentiment': {'negative': 0.864, 'neutral': 0.1, 'positive': 0.036}}","{'emotion': {'Angry': 0.1713188222, 'Sad': 0.4381051319, 'Excited': 0.0506894492, 'Bored': 0.0093697823, 'Happy': 0.039717821, 'Fear': 0.2907989933}}","{'taxonomy': [{'confidence_score': 0.324806124, 'tag': 'IMPACT'}, {'confidence_score': 0.2359597981, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.1827105284, 'tag': 'HEALTHY LIVING'}]}","{'intent': {'news': 0.022, 'query': 0.131, 'spam': 0.162, 'marketing': 0.005, 'feedback': {'score': 0.679, 'tag': {'complaint': 0.493, 'suggestion': 0.045, 'appreciation': 0.462}}}}"
hit:11159_conv:22319,4,ashamed,I was walking on the road and I fell,805,Wow! Did you have to go to the doctor?,38,4,2,"{'sentiment': {'negative': 0.284, 'neutral': 0.658, 'positive': 0.057}}","{'emotion': {'Excited': 0.024617878, 'Fear': 0.3356230822, 'Sad': 0.3500141826, 'Happy': 0.0310416158, 'Bored': 0.0211568669, 'Angry': 0.2375463746}}","{'taxonomy': [{'confidence_score': 0.7803145647, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.0776549578, 'tag': 'SPORTS'}, {'confidence_score': 0.0697694495, 'tag': 'IMPACT'}]}","{'intent': {'news': 0.001, 'query': 0.869, 'spam': 0.108, 'marketing': 0.001, 'feedback': 0.021}}"
hit:11159_conv:22319,5,ashamed,I was walking on the road and I fell,653,"Yes the ambulance came and they top me to the hospital, they did an ex-ray.",81,4,1,"{'sentiment': {'negative': 0.167, 'neutral': 0.408, 'positive': 0.426}}","{'emotion': {'Excited': 0.2151845819, 'Fear': 0.2430871729, 'Angry': 0.1140479237, 'Happy': 0.1809165427, 'Sad': 0.2194025679, 'Bored': 0.0273612108}}","{'taxonomy': [{'confidence_score': 0.5100887418, 'tag': 'IMPACT'}, {'confidence_score': 0.2172246277, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.0724525899, 'tag': 'HEALTHY LIVING'}]}","{'intent': {'news': 0.124, 'query': 0.071, 'spam': 0.215, 'marketing': 0.016, 'feedback': {'score': 0.573, 'tag': {'complaint': 0.068, 'suggestion': 0.018, 'appreciation': 0.913}}}}"
hit:11159_conv:22319,6,ashamed,I was walking on the road and I fell,805,Was anything broken?,20,4,2,"{'sentiment': {'negative': 0.875, 'neutral': 0.124, 'positive': 0.001}}","{'emotion': {'Happy': 0.0601916009, 'Fear': 0.197109511, 'Sad': 0.4515644858, 'Bored': 0.1038029957, 'Angry': 0.1120582104, 'Excited': 0.0752731963}}","{'taxonomy': [{'confidence_score': 0.6073485017, 'tag': 'POLITICS'}, {'confidence_score': 0.2893844247, 'tag': 'IMPACT'}, {'confidence_score': 0.02097122, 'tag': 'CRIME'}]}","{'intent': {'news': 0.003, 'query': 0.882, 'spam': 0.069, 'marketing': 0.0, 'feedback': 0.045}}"
hit:11159_conv:22319,7,ashamed,I was walking on the road and I fell,653,"Thankfully nothing was broken, but I got medication.. ",60,4,1,"{'sentiment': {'negative': 0.658, 'neutral': 0.259, 'positive': 0.083}}","{'emotion': {'Angry': 0.0862475181, 'Excited': 0.1222211043, 'Happy': 0.1982290443, 'Sad': 0.2735021749, 'Bored': 0.0644729453, 'Fear': 0.2553272132}}","{'taxonomy': [{'confidence_score': 0.6390471458, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.1004070491, 'tag': 'POLITICS'}, {'confidence_score': 0.073048979, 'tag': 'TRAVEL'}]}","{'intent': {'news': 0.059, 'query': 0.093, 'spam': 0.187, 'marketing': 0.009, 'feedback': {'score': 0.652, 'tag': {'complaint': 0.449, 'suggestion': 0.029, 'appreciation': 0.522}}}}"
hit:11159_conv:22319,8,ashamed,I was walking on the road and I fell,805,I'm sorry to hear about that.,29,4,2,"{'sentiment': {'negative': 0.566, 'neutral': 0.421, 'positive': 0.013}}","{'emotion': {'Happy': 0.0167557992, 'Fear': 0.1740547049, 'Sad': 0.7406830821, 'Bored': 0.0209475815, 'Angry': 0.0400405965, 'Excited': 0.0075182357}}","{'taxonomy': [{'confidence_score': 0.3703553081, 'tag': 'POLITICS'}, {'confidence_score': 0.3650675416, 'tag': 'IMPACT'}, {'confidence_score': 0.1525765955, 'tag': 'ENTERTAINMENT'}]}","{'intent': {'news': 0.001, 'query': 0.165, 'spam': 0.08, 'marketing': 0.001, 'feedback': {'score': 0.753, 'tag': {'complaint': 0.415, 'suggestion': 0.375, 'appreciation': 0.209}}}}"
hit:5301_conv:10602,1,furious,I cannot believe that my wife cheated on me!,509,My wife cheated on me! It's absurd!!,36,2,1,"{'sentiment': {'negative': 0.989, 'neutral': 0.009, 'positive': 0.002}}","{'emotion': {'Fear': 0.1019700205, 'Bored': 0.0235382412, 'Angry': 0.55073982, 'Excited': 0.0109030345, 'Happy': 0.0074194165, 'Sad': 0.3054294673}}","{'taxonomy': [{'confidence_score': 0.6751765609, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.230350852, 'tag': 'IMPACT'}, {'confidence_score': 0.0679135844, 'tag': 'ARTS & CULTURE'}]}","{'intent': {'news': 0.007, 'query': 0.454, 'spam': 0.115, 'marketing': 0.005, 'feedback': 0.42}}"
hit:5301_conv:10602,2,furious,I cannot believe that my wife cheated on me!,12,Thats very sad to hear im sorry that happened to you ,53,2,2,"{'sentiment': {'negative': 0.885, 'neutral': 0.105, 'positive': 0.01}}","{'emotion': {'Happy': 0.0161869891, 'Fear': 0.1752817355, 'Sad': 0.7157370395, 'Bored': 0.0298889203, 'Angry': 0.0484008072, 'Excited': 0.0145045083}}","{'taxonomy': [{'confidence_score': 0.5269371867, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.2441355288, 'tag': 'POLITICS'}, {'confidence_score': 0.0838110298, 'tag': 'IMPACT'}]}","{'intent': {'news': 0.008, 'query': 0.196, 'spam': 0.185, 'marketing': 0.001, 'feedback': {'score': 0.611, 'tag': {'complaint': 0.827, 'suggestion': 0.056, 'appreciation': 0.118}}}}"
hit:5301_conv:10602,3,furious,I cannot believe that my wife cheated on me!,509,"Thank you, what should I do about it?",43,2,1,"{'sentiment': {'negative': 0.204, 'neutral': 0.586, 'positive': 0.21}}","{'emotion': {'Angry': 0.1101150104, 'Excited': 0.0663981535, 'Fear': 0.2651792567, 'Happy': 0.1184858875, 'Sad': 0.3914676031, 'Bored': 0.0483540888}}","{'taxonomy': [{'confidence_score': 0.3845542371, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.2425378114, 'tag': 'IMPACT'}, {'confidence_score': 0.1433666646, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.0, 'query': 0.873, 'spam': 0.027, 'marketing': 0.0, 'feedback': 0.1}}"
hit:5301_conv:10602,4,furious,I cannot believe that my wife cheated on me!,12,I would suggest moving on time heals all wounds,47,2,2,"{'sentiment': {'negative': 0.423, 'neutral': 0.32, 'positive': 0.256}}","{'emotion': {'Happy': 0.1732754966, 'Fear': 0.1421925849, 'Excited': 0.1526333415, 'Bored': 0.1000395523, 'Sad': 0.3332920231, 'Angry': 0.0985670017}}","{'taxonomy': [{'confidence_score': 0.3576746881, 'tag': 'TRAVEL'}, {'confidence_score': 0.2719302773, 'tag': 'IMPACT'}, {'confidence_score': 0.1747053266, 'tag': 'ENTERTAINMENT'}]}","{'intent': {'news': 0.128, 'query': 0.077, 'spam': 0.256, 'marketing': 0.028, 'feedback': {'score': 0.511, 'tag': {'complaint': 0.072, 'suggestion': 0.089, 'appreciation': 0.839}}}}"
hit:7703_conv:15406,1,anxious,My brother and sister are having a baby and today is the gender reveal. Our family cant wait to see what the gender is. ,567,so my brother will be the first out of 4 kids of my parents to have a baby and today is going to be the gender revealing party. ,128,4,1,"{'sentiment': {'negative': 0.082, 'neutral': 0.565, 'positive': 0.353}}","{'emotion': {'Angry': 0.11876206, 'Sad': 0.206279962, 'Excited': 0.1243172883, 'Bored': 0.0177084636, 'Happy': 0.1534948281, 'Fear': 0.379437398}}","{'taxonomy': [{'confidence_score': 0.9962149262, 'tag': 'IMPACT'}, {'confidence_score': 0.0010730061, 'tag': 'POLITICS'}, {'confidence_score': 0.0009315501, 'tag': 'ENTERTAINMENT'}]}","{'intent': {'news': 0.086, 'query': 0.064, 'spam': 0.465, 'marketing': 0.039, 'feedback': 0.346}}"
hit:7703_conv:15406,2,anxious,My brother and sister are having a baby and today is the gender reveal. Our family cant wait to see what the gender is. ,59,You must be really excited for it! Do you think its going to be girl or boy?,76,4,2,"{'sentiment': {'negative': 0.224, 'neutral': 0.598, 'positive': 0.178}}","{'emotion': {'Angry': 0.1411156398, 'Excited': 0.1273308861, 'Fear': 0.294428207, 'Happy': 0.19224195, 'Sad': 0.1841567146, 'Bored': 0.0607266026}}","{'taxonomy': [{'confidence_score': 0.8805626631, 'tag': 'IMPACT'}, {'confidence_score': 0.0347371809, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.0223743673, 'tag': 'HEALTHY LIVING'}]}","{'intent': {'news': 0.002, 'query': 0.65, 'spam': 0.217, 'marketing': 0.004, 'feedback': 0.127}}"
hit:7703_conv:15406,3,anxious,My brother and sister are having a baby and today is the gender reveal. Our family cant wait to see what the gender is. ,567,"we all want a boy so we are all cant wait to find out what it is. everyone is so impatient about it, but today is the day.",128,4,1,"{'sentiment': {'negative': 0.114, 'neutral': 0.22, 'positive': 0.667}}","{'emotion': {'Excited': 0.3147658332, 'Fear': 0.1244033707, 'Angry': 0.103583908, 'Happy': 0.3175277464, 'Sad': 0.0823725167, 'Bored': 0.0573466251}}","{'taxonomy': [{'confidence_score': 0.9260054231, 'tag': 'IMPACT'}, {'confidence_score': 0.0371887386, 'tag': 'SPORTS'}, {'confidence_score': 0.0157057103, 'tag': 'ENTERTAINMENT'}]}","{'intent': {'news': 0.046, 'query': 0.108, 'spam': 0.282, 'marketing': 0.069, 'feedback': {'score': 0.495, 'tag': {'complaint': 0.089, 'suggestion': 0.07, 'appreciation': 0.841}}}}"
hit:7703_conv:15406,4,anxious,My brother and sister are having a baby and today is the gender reveal. Our family cant wait to see what the gender is. ,59,"Well, it will great either way as long as the baby is healthy! ",69,4,2,"{'sentiment': {'negative': 0.019, 'neutral': 0.138, 'positive': 0.843}}","{'emotion': {'Angry': 0.0403484566, 'Excited': 0.2694206511, 'Fear': 0.1915690585, 'Happy': 0.4499125627, 'Sad': 0.0395131526, 'Bored': 0.0092361185}}","{'taxonomy': [{'confidence_score': 0.5843224525, 'tag': 'IMPACT'}, {'confidence_score': 0.2826876342, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.0634596944, 'tag': 'SPORTS'}]}","{'intent': {'news': 0.04, 'query': 0.055, 'spam': 0.18, 'marketing': 0.118, 'feedback': {'score': 0.607, 'tag': {'complaint': 0.001, 'suggestion': 0.01, 'appreciation': 0.989}}}}"
hit:7703_conv:15406,5,anxious,My brother and sister are having a baby and today is the gender reveal. Our family cant wait to see what the gender is. ,567,I agree!. I cant wait to get there to find out. lol,51,4,1,"{'sentiment': {'negative': 0.094, 'neutral': 0.357, 'positive': 0.549}}","{'emotion': {'Excited': 0.1660249856, 'Fear': 0.3564086402, 'Angry': 0.0910550319, 'Happy': 0.2876520054, 'Sad': 0.0782254995, 'Bored': 0.0206338374}}","{'taxonomy': [{'confidence_score': 0.7443224788, 'tag': 'IMPACT'}, {'confidence_score': 0.1175672561, 'tag': 'HEALTHY LIVING'}, {'confidence_score': 0.0423084125, 'tag': 'ENTERTAINMENT'}]}","{'intent': {'news': 0.001, 'query': 0.081, 'spam': 0.168, 'marketing': 0.06, 'feedback': {'score': 0.689, 'tag': {'complaint': 0.053, 'suggestion': 0.164, 'appreciation': 0.783}}}}"
hit:1891_conv:3783,1,disgusted,I found a dead bug in the kitchen today. makes me wanna burn the whole house,52,"i found a dead bug in the kitchen today, it looked so nasty! makes me wanna burn the whole house",102,4,1,"{'sentiment': {'negative': 0.976, 'neutral': 0.023, 'positive': 0.001}}","{'emotion': {'Happy': 0.0025489012, 'Fear': 0.3914749887, 'Sad': 0.3047379066, 'Bored': 0.0051765857, 'Angry': 0.2875442801, 'Excited': 0.0085173378}}","{'taxonomy': [{'confidence_score': 0.835257411, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.059473861, 'tag': 'TASTE'}, {'confidence_score': 0.0476637743, 'tag': 'IMPACT'}]}","{'intent': {'news': 0.009, 'query': 0.092, 'spam': 0.195, 'marketing': 0.001, 'feedback': {'score': 0.704, 'tag': {'complaint': 0.975, 'suggestion': 0.013, 'appreciation': 0.013}}}}"
hit:1891_conv:3783,2,disgusted,I found a dead bug in the kitchen today. makes me wanna burn the whole house,10,"I understand that, I hate bugs, even alive ones",59,4,2,"{'sentiment': {'negative': 0.881, 'neutral': 0.107, 'positive': 0.012}}","{'emotion': {'Angry': 0.4002875328, 'Excited': 0.0107085636, 'Fear': 0.2584203649, 'Happy': 0.0116730577, 'Sad': 0.2814011749, 'Bored': 0.0375093062}}","{'taxonomy': [{'confidence_score': 0.3938775063, 'tag': 'HEALTHY LIVING'}, {'confidence_score': 0.2124318928, 'tag': 'POLITICS'}, {'confidence_score': 0.2026745975, 'tag': 'IMPACT'}]}","{'intent': {'news': 0.013, 'query': 0.02, 'spam': 0.139, 'marketing': 0.002, 'feedback': {'score': 0.826, 'tag': {'complaint': 0.843, 'suggestion': 0.057, 'appreciation': 0.1}}}}"
hit:1891_conv:3783,3,disgusted,I found a dead bug in the kitchen today. makes me wanna burn the whole house,52,me too! I know they won't hurt me but for some reason i'm terrified of them,75,4,1,"{'sentiment': {'negative': 0.872, 'neutral': 0.107, 'positive': 0.022}}","{'emotion': {'Angry': 0.1003560285, 'Sad': 0.4768188953, 'Excited': 0.0454877434, 'Bored': 0.0257204665, 'Happy': 0.0432911894, 'Fear': 0.3083256769}}","{'taxonomy': [{'confidence_score': 0.3224743605, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.2869421542, 'tag': 'IMPACT'}, {'confidence_score': 0.257737577, 'tag': 'HEALTHY LIVING'}]}","{'intent': {'news': 0.009, 'query': 0.058, 'spam': 0.178, 'marketing': 0.001, 'feedback': {'score': 0.755, 'tag': {'complaint': 0.792, 'suggestion': 0.065, 'appreciation': 0.143}}}}"
hit:1891_conv:3783,4,disgusted,I found a dead bug in the kitchen today. makes me wanna burn the whole house,10,"I get that, I am the same way",35,4,2,"{'sentiment': {'negative': 0.189, 'neutral': 0.571, 'positive': 0.24}}","{'emotion': {'Excited': 0.268893176, 'Fear': 0.1088292411, 'Angry': 0.1202824838, 'Happy': 0.2962317888, 'Sad': 0.0832500325, 'Bored': 0.1225132779}}","{'taxonomy': [{'confidence_score': 0.8925501704, 'tag': 'IMPACT'}, {'confidence_score': 0.0423480384, 'tag': 'POLITICS'}, {'confidence_score': 0.0258332361, 'tag': 'ENTERTAINMENT'}]}","{'intent': {'news': 0.001, 'query': 0.027, 'spam': 0.288, 'marketing': 0.012, 'feedback': {'score': 0.672, 'tag': {'complaint': 0.226, 'suggestion': 0.123, 'appreciation': 0.652}}}}"
hit:12302_conv:24604,1,sentimental,My brother got hurt badly and i felt so heartfelt for him.,748,My brother was hurt the other day and i felt so bad.,52,3,1,"{'sentiment': {'negative': 0.932, 'neutral': 0.064, 'positive': 0.004}}","{'emotion': {'Fear': 0.2089158631, 'Bored': 0.0045537061, 'Angry': 0.0325230167, 'Excited': 0.0095432933, 'Happy': 0.0063355517, 'Sad': 0.7381285692}}","{'taxonomy': [{'confidence_score': 0.5808629394, 'tag': 'IMPACT'}, {'confidence_score': 0.1836497337, 'tag': 'HEALTHY LIVING'}, {'confidence_score': 0.1586368233, 'tag': 'WORLDPOST'}]}","{'intent': {'news': 0.001, 'query': 0.006, 'spam': 0.463, 'marketing': 0.0, 'feedback': {'score': 0.53, 'tag': {'complaint': 0.592, 'suggestion': 0.011, 'appreciation': 0.397}}}}"
hit:12302_conv:24604,2,sentimental,My brother got hurt badly and i felt so heartfelt for him.,298,How did he get hurt?,20,3,2,"{'sentiment': {'negative': 0.418, 'neutral': 0.578, 'positive': 0.004}}","{'emotion': {'Excited': 0.0542913308, 'Fear': 0.2368426591, 'Angry': 0.1176184516, 'Happy': 0.0188395849, 'Sad': 0.4423438966, 'Bored': 0.130064077}}","{'taxonomy': [{'confidence_score': 0.4669736326, 'tag': 'POLITICS'}, {'confidence_score': 0.3052993417, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.1286551356, 'tag': 'IMPACT'}]}","{'intent': {'news': 0.0, 'query': 0.884, 'spam': 0.072, 'marketing': 0.0, 'feedback': 0.043}}"
hit:12302_conv:24604,3,sentimental,My brother got hurt badly and i felt so heartfelt for him.,748,He fell down and busted his head open. My life kind of changed. I felt so much care for him.,92,3,1,"{'sentiment': {'negative': 0.504, 'neutral': 0.403, 'positive': 0.093}}","{'emotion': {'Angry': 0.0344454947, 'Sad': 0.5170590329, 'Excited': 0.1073573609, 'Bored': 0.0294754407, 'Happy': 0.217988746, 'Fear': 0.0936739248}}","{'taxonomy': [{'confidence_score': 0.933537364, 'tag': 'IMPACT'}, {'confidence_score': 0.0383464098, 'tag': 'WORLDPOST'}, {'confidence_score': 0.0200278461, 'tag': 'HEALTHY LIVING'}]}","{'intent': {'news': 0.013, 'query': 0.012, 'spam': 0.319, 'marketing': 0.003, 'feedback': {'score': 0.653, 'tag': {'complaint': 0.108, 'suggestion': 0.009, 'appreciation': 0.883}}}}"
hit:12302_conv:24604,4,sentimental,My brother got hurt badly and i felt so heartfelt for him.,298,That happened to me a few weeks ago. I was severely dehydrated and I fainted. I hit the ground hard.,100,3,2,"{'sentiment': {'negative': 0.835, 'neutral': 0.143, 'positive': 0.021}}","{'emotion': {'Angry': 0.0764800849, 'Sad': 0.432133738, 'Excited': 0.0914944072, 'Bored': 0.0235005651, 'Happy': 0.0186850593, 'Fear': 0.3577061455}}","{'taxonomy': [{'confidence_score': 0.5446620584, 'tag': 'IMPACT'}, {'confidence_score': 0.3042928874, 'tag': 'HEALTHY LIVING'}, {'confidence_score': 0.1407790482, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.018, 'query': 0.129, 'spam': 0.299, 'marketing': 0.002, 'feedback': {'score': 0.552, 'tag': {'complaint': 0.763, 'suggestion': 0.026, 'appreciation': 0.211}}}}"
hit:12302_conv:24604,5,sentimental,My brother got hurt badly and i felt so heartfelt for him.,748,Oh no! Are you OK?,18,3,1,"{'sentiment': {'negative': 0.189, 'neutral': 0.805, 'positive': 0.006}}","{'emotion': {'Excited': 0.0113260925, 'Fear': 0.3318220479, 'Angry': 0.0615449152, 'Happy': 0.0158758947, 'Sad': 0.5604696586, 'Bored': 0.0189613912}}","{'taxonomy': [{'confidence_score': 0.7951058149, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.1117979959, 'tag': 'POLITICS'}, {'confidence_score': 0.0289488658, 'tag': 'IMPACT'}]}","{'intent': {'news': 0.0, 'query': 0.731, 'spam': 0.235, 'marketing': 0.0, 'feedback': 0.033}}"
hit:12302_conv:24604,6,sentimental,My brother got hurt badly and i felt so heartfelt for him.,298,I am now. Had to get stitched up.,33,3,2,"{'sentiment': {'negative': 0.685, 'neutral': 0.238, 'positive': 0.078}}","{'emotion': {'Angry': 0.2732220492, 'Excited': 0.1959424017, 'Fear': 0.1449496246, 'Happy': 0.0773122524, 'Sad': 0.1537233067, 'Bored': 0.1548503654}}","{'taxonomy': [{'confidence_score': 0.4823568463, 'tag': 'IMPACT'}, {'confidence_score': 0.16339311, 'tag': 'POLITICS'}, {'confidence_score': 0.1461987495, 'tag': 'HEALTHY LIVING'}]}","{'intent': {'news': 0.018, 'query': 0.132, 'spam': 0.193, 'marketing': 0.024, 'feedback': {'score': 0.632, 'tag': {'complaint': 0.615, 'suggestion': 0.129, 'appreciation': 0.255}}}}"
hit:10562_conv:21125,1,faithful,My friends invited me to a party that involved alcohol and drugs. I decided to not drink or anything because I am a Christian.,742,My friends invited me to a party that involved alcohol and drugs. I decided to not drink or anything because I am a Christian.,126,3,1,"{'sentiment': {'negative': 0.245, 'neutral': 0.316, 'positive': 0.439}}","{'emotion': {'Happy': 0.1920308209, 'Fear': 0.2580492964, 'Excited': 0.2495551423, 'Bored': 0.0210235042, 'Sad': 0.170374597, 'Angry': 0.1089666392}}","{'taxonomy': [{'confidence_score': 0.6821107268, 'tag': 'IMPACT'}, {'confidence_score': 0.1789699644, 'tag': 'RELIGION'}, {'confidence_score': 0.0527549684, 'tag': 'WORLDPOST'}]}","{'intent': {'news': 0.003, 'query': 0.016, 'spam': 0.229, 'marketing': 0.004, 'feedback': {'score': 0.748, 'tag': {'complaint': 0.127, 'suggestion': 0.154, 'appreciation': 0.718}}}}"
hit:10562_conv:21125,2,faithful,My friends invited me to a party that involved alcohol and drugs. I decided to not drink or anything because I am a Christian.,46,that is probably for the best you dont want to get involved with that stuff,75,3,2,"{'sentiment': {'negative': 0.709, 'neutral': 0.229, 'positive': 0.061}}","{'emotion': {'Angry': 0.3828416568, 'Excited': 0.0583624804, 'Fear': 0.1763601888, 'Happy': 0.0855443915, 'Sad': 0.0941278962, 'Bored': 0.2027633863}}","{'taxonomy': [{'confidence_score': 0.907807529, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.0346941613, 'tag': 'POLITICS'}, {'confidence_score': 0.0176749304, 'tag': 'IMPACT'}]}","{'intent': {'news': 0.012, 'query': 0.198, 'spam': 0.171, 'marketing': 0.019, 'feedback': {'score': 0.601, 'tag': {'complaint': 0.66, 'suggestion': 0.26, 'appreciation': 0.079}}}}"
